epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1248.69,0.82688,0.79895,0.97902,0.90382,0.81796,0.86302,0.72303,0.54787,0.57115,0.93276,0.000184055,0.000184055,0.000184055
90,1263.44,0.69674,0.78856,0.91184,0.90807,0.81783,0.86312,0.72337,0.53986,0.55086,0.93006,0.000169908,0.000169908,0.000169908
91,1276.65,0.74092,0.9282,0.99914,0.8345,0.87859,0.86308,0.72222,0.53011,0.51756,0.9276,0.000155761,0.000155761,0.000155761
92,1289.89,0.7101,0.88683,0.98228,0.89653,0.85185,0.86915,0.73602,0.52134,0.47489,0.92217,0.000141614,0.000141614,0.000141614
93,1303.62,0.67003,0.76338,0.95807,0.89343,0.85185,0.86993,0.74252,0.51592,0.46618,0.91936,0.000127467,0.000127467,0.000127467
94,1315.22,0.73758,0.9639,0.97813,0.88173,0.87963,0.87188,0.74208,0.50698,0.45355,0.91285,0.00011332,0.00011332,0.00011332
95,1328.02,0.70726,0.80533,0.94527,0.89002,0.87963,0.8721,0.74802,0.50794,0.45469,0.91415,9.91726e-05,9.91726e-05,9.91726e-05
96,1339.01,0.7626,0.88375,0.95819,0.88885,0.87963,0.87077,0.74629,0.50435,0.4562,0.9115,8.50255e-05,8.50255e-05,8.50255e-05
97,1350.01,0.7957,0.87955,0.9877,0.89217,0.87963,0.87391,0.74867,0.5074,0.45159,0.91206,7.08784e-05,7.08784e-05,7.08784e-05
98,1362.81,0.73905,0.82046,0.93007,0.90877,0.87963,0.87364,0.7432,0.5113,0.44946,0.91343,5.67313e-05,5.67313e-05,5.67313e-05
99,1373.81,0.69285,0.82855,0.94423,0.92223,0.87711,0.87377,0.74363,0.51731,0.45107,0.91654,4.25842e-05,4.25842e-05,4.25842e-05
100,1385.81,0.71591,0.81422,0.95842,0.92355,0.87315,0.86754,0.73433,0.52517,0.45695,0.92201,2.84371e-05,2.84371e-05,2.84371e-05
